Bairro,Cidade,Estado,Valor do Imóvel,Quantidade de Cômodos,Tipo de Imóvel,Vagas de Garagem,Área (m²),Ano de Construção,Valor do Condomínio,Distância do Centro (km),Se tem Elevador,Se tem Piscina,Se está mobiliado,Idade_Imovel(Anos)
Botafogo,Rio de Janeiro,RJ,1135825.34,6,Casa,1,109.0,1973,,4.2,True,False,False,52
Ipanema,Rio de Janeiro,RJ,1130095.79,7,Casa,3,136.5,1982,,0.2,True,False,True,43
Tijuca,Rio de Janeiro,RJ,835900.07,4,Apartamento,2,86.3,2000,665.79,1.4,True,False,False,25
Moema,São Paulo,SP,473681.14,5,Apartamento,2,85.3,1986,955.32,6.5,True,False,True,39
Savassi,Belo Horizonte,MG,362296.36,2,Casa,1,45.4,1987,,5.8,True,False,True,38
Barro Preto,Belo Horizonte,MG,589087.05,3,Apartamento,0,58.6,1982,1026.16,9.1,True,True,True,43
Botafogo,Rio de Janeiro,RJ,587758.16,5,Apartamento,3,97.3,2010,1072.46,7.4,True,False,False,15
Botafogo,Rio de Janeiro,RJ,274976.86,3,Apartamento,2,50.1,1996,366.69,6.0,True,False,False,29
Ipanema,Rio de Janeiro,RJ,933983.23,5,Apartamento,,84.0,1993,1001.91,3.6,True,True,False,32
Barro Preto,Belo Horizonte,MG,534187.18,2,Casa,2,59.8,1977,,4.6,True,True,False,48
Leblon,Rio de Janeiro,RJ,727459.49,4,Casa,1,77.5,2013,,11.7,True,True,False,12
Santana,São Paulo,SP,715676.5,4,Casa,2,70.3,2018,,4.9,True,True,False,7
Pinheiros,São Paulo,SP,602433.79,2,Apartamento,1,78.6,2004,884.13,2.4,True,False,False,21
Leblon,Rio de Janeiro,RJ,1022897.25,4,Apartamento,1,106.4,1978,1094.07,5.3,True,False,True,47
Vila Mariana,São Paulo,SP,419111.91,3,Apartamento,,59.7,2006,1165.23,2.5,True,True,False,19
Tatuapé,São Paulo,SP,499403.13,2,Casa,0,55.3,1996,,8.4,True,False,True,29
Copacabana,Rio de Janeiro,RJ,734762.14,2,Apartamento,2,75.4,2004,1481.63,1.6,True,False,False,21
Pinheiros,São Paulo,SP,456426.89,3,Casa,0,53.4,1983,,9.8,True,True,False,42
Tijuca,Rio de Janeiro,RJ,466629.16,2,Apartamento,1,56.9,1972,949.04,6.6,True,False,False,53
Tijuca,Rio de Janeiro,RJ,648426.24,3,Casa,2,85.0,1986,,5.2,True,False,False,39
Barro Preto,Belo Horizonte,MG,888308.65,3,Apartamento,1,95.7,1998,948.79,3.7,True,True,False,27
Leblon,Rio de Janeiro,RJ,807434.88,2,Apartamento,1,74.9,2000,1313.12,1.9,True,False,False,25
Pinheiros,São Paulo,SP,1215382.96,5,Apartamento,1,134.4,1989,1364.55,2.3,True,False,True,36
Moema,São Paulo,SP,460332.4,4,Casa,,73.2,2004,,7.6,True,False,True,21
Barro Preto,Belo Horizonte,MG,988079.88,5,Casa,0,81.3,2008,,2.2,True,True,False,17
Botafogo,Rio de Janeiro,RJ,995835.06,5,Apartamento,2,110.7,2005,1322.15,5.8,True,True,True,20
Barro Preto,Belo Horizonte,MG,789100.8,5,Apartamento,0,87.6,2007,1021.77,5.0,True,True,False,18
Leblon,Rio de Janeiro,RJ,302160.12,3,Apartamento,2,55.8,2015,1416.41,7.2,True,False,False,10
Leblon,Rio de Janeiro,RJ,1067712.09,3,Casa,1,85.1,1988,,3.2,True,True,True,37
Copacabana,Rio de Janeiro,RJ,958732.97,3,Casa,3,97.1,2006,,10.2,True,False,True,19
,Belo Horizonte,MG,809575.94,5,Casa,0,86.6,1994,,1.3,True,False,False,31
Centro,Belo Horizonte,MG,552438.54,3,Casa,1,68.6,1977,,7.0,True,False,False,48
Tijuca,Rio de Janeiro,RJ,686714.74,4,Casa,0,78.8,2000,,6.3,True,False,False,25
Tijuca,Rio de Janeiro,RJ,575344.97,5,Casa,0,83.2,2000,,9.8,True,False,False,25
Savassi,Belo Horizonte,MG,344975.72,2,Casa,1,55.7,2009,,4.5,True,False,False,16
Pampulha,Belo Horizonte,MG,958376.37,3,Casa,3,94.3,1983,,5.6,True,True,True,42
Moema,São Paulo,SP,878699.84,5,Casa,3,108.5,1977,,7.2,True,False,False,48
Leblon,Rio de Janeiro,RJ,422204.85,2,Casa,0,78.1,1977,,11.6,True,False,False,48
Pampulha,Belo Horizonte,MG,236312.5,2,Casa,0,31.3,1970,,8.0,True,False,False,55
Santana,São Paulo,SP,759264.11,5,Apartamento,1,100.1,1973,1040.43,6.8,True,False,False,52
Centro,Belo Horizonte,MG,476144.03,4,Apartamento,2,72.8,1990,570.3,4.8,True,False,False,35
Moema,São Paulo,SP,292510.9,3,Apartamento,2,50.9,1972,1432.01,7.6,True,True,False,53
Barro Preto,Belo Horizonte,MG,335587.04,2,Apartamento,1,31.7,2013,664.95,-0.7,True,True,False,12
Santana,São Paulo,SP,652009.31,2,Casa,1,66.7,2022,,1.1,True,False,True,3
,São Paulo,SP,410182.79,2,Casa,1,37.1,1994,,4.7,True,False,True,31
Barro Preto,Belo Horizonte,MG,855546.77,5,Apartamento,0,86.1,2008,992.01,2.2,True,False,False,17
Moema,São Paulo,SP,573745.9,4,Casa,2,65.0,1986,,6.0,True,True,False,39
Savassi,Belo Horizonte,MG,814255.13,6,Casa,3,104.8,1984,,10.7,True,False,False,41
Buritis,Belo Horizonte,MG,477355.76,2,Casa,0,74.4,1978,,5.8,True,False,False,47
Botafogo,Rio de Janeiro,RJ,861744.32,3,Casa,2,93.0,1986,,8.7,True,False,False,39
Ipanema,Rio de Janeiro,RJ,257327.64,2,Casa,0,47.5,2017,,9.2,True,False,False,8
Tatuapé,São Paulo,SP,904623.72,2,Casa,2,77.0,2014,,-1.0,True,False,False,11
Tijuca,Rio de Janeiro,RJ,446713.13,3,Casa,1,51.1,1993,,10.3,True,False,False,32
Moema,São Paulo,SP,408342.87,3,Casa,2,57.0,2021,,6.8,True,True,True,4
Tatuapé,São Paulo,SP,800906.45,4,Casa,2,70.6,1991,,4.4,True,True,True,34
Vila Mariana,São Paulo,SP,528181.5,4,Casa,2,62.5,1971,,4.9,True,False,True,54
Santana,São Paulo,SP,347885.18,3,Casa,0,51.9,1970,,8.7,True,False,False,55
Savassi,Belo Horizonte,MG,949919.82,3,Casa,1,93.6,1982,,4.6,True,False,False,43
Centro,Belo Horizonte,MG,1247023.01,4,Apartamento,1,116.6,1996,460.21,2.1,True,False,True,29
Savassi,Belo Horizonte,MG,716771.18,2,Apartamento,2,78.1,2017,508.47,4.1,True,False,True,8
Barro Preto,Belo Horizonte,MG,378512.27,2,Apartamento,2,44.7,2007,801.89,10.8,True,True,False,18
Vila Mariana,São Paulo,SP,454562.78,3,Apartamento,1,79.4,2014,1466.74,2.6,True,False,False,11
Leblon,Rio de Janeiro,RJ,287483.29,2,Casa,0,32.7,1998,,6.9,True,False,False,27
Ipanema,Rio de Janeiro,RJ,340077.81,3,Apartamento,2,46.7,1972,1320.77,3.0,True,False,False,53
Tatuapé,São Paulo,SP,939445.65,5,Apartamento,1,97.5,1976,772.13,9.6,True,False,True,49
Buritis,Belo Horizonte,MG,923405.43,6,Apartamento,2,,2012,985.74,6.9,True,False,False,13
Copacabana,Rio de Janeiro,RJ,513777.19,3,Casa,1,70.8,1984,,4.0,True,True,True,41
Barro Preto,Belo Horizonte,MG,436496.76,2,Apartamento,1,,1991,314.7,4.2,True,False,True,34
Tijuca,Rio de Janeiro,RJ,774999.14,5,Apartamento,2,105.2,1983,1270.56,7.7,True,False,True,42
Leblon,Rio de Janeiro,RJ,527786.37,3,Casa,1,55.1,1971,,6.5,True,False,False,54
Copacabana,Rio de Janeiro,RJ,838884.89,3,Apartamento,2,91.6,2012,1133.74,8.4,True,True,True,13
Barro Preto,Belo Horizonte,MG,834065.86,4,Apartamento,3,104.1,2023,509.48,8.4,True,False,False,2
Leblon,Rio de Janeiro,RJ,335364.48,3,Casa,1,60.3,2018,,10.0,True,False,False,7
Buritis,Belo Horizonte,MG,672303.11,4,Apartamento,0,71.4,2006,962.6,6.5,True,False,False,19
Buritis,Belo Horizonte,MG,437821.56,2,Casa,0,75.9,2013,,12.0,True,False,False,12
Copacabana,Rio de Janeiro,RJ,542852.12,4,Apartamento,0,87.9,1984,891.72,5.6,True,False,True,41
Buritis,Belo Horizonte,MG,1108961.74,4,Casa,2,94.6,1989,,2.1,True,True,False,36
Buritis,Belo Horizonte,MG,1543816.72,6,Casa,3,151.4,2016,,8.3,True,False,True,9
Santana,São Paulo,SP,724057.94,3,Casa,3,94.2,2009,,0.6,True,False,True,16
Santana,São Paulo,SP,821779.87,4,Apartamento,1,117.8,1986,1435.24,4.5,True,False,False,39
Centro,Belo Horizonte,MG,538383.54,4,Casa,,78.2,2013,,11.7,True,True,False,12
Copacabana,Rio de Janeiro,RJ,270957.37,2,Apartamento,2,31.8,1976,1466.06,9.2,True,False,False,49
Moema,São Paulo,SP,1305546.98,7,Apartamento,3,130.8,2003,1384.76,7.7,True,True,False,22
Buritis,Belo Horizonte,MG,980706.47,6,Casa,2,112.3,1997,,8.6,True,False,False,28
Moema,São Paulo,SP,554995.21,4,Apartamento,2,96.6,2007,1438.87,9.1,True,False,True,18
Tijuca,Rio de Janeiro,RJ,805506.17,4,Apartamento,2,99.0,2010,538.02,8.6,True,False,True,15
Centro,Belo Horizonte,MG,1025953.82,9,Apartamento,2,161.9,2009,574.06,1.7,True,False,False,16
Copacabana,Rio de Janeiro,RJ,909617.62,4,Casa,1,82.8,2011,,6.5,True,False,True,14
Tijuca,Rio de Janeiro,RJ,1050980.67,5,Casa,2,100.6,2019,,1.3,True,False,False,6
Moema,São Paulo,SP,716034.06,2,Apartamento,2,59.9,2011,761.93,0.4,True,False,True,14
Savassi,Belo Horizonte,MG,867258.18,4,Apartamento,1,92.1,1999,748.15,2.7,True,False,False,26
Moema,São Paulo,SP,533634.04,2,Apartamento,2,51.5,2008,1447.56,-2.4,True,False,True,17
Savassi,Belo Horizonte,MG,806162.54,7,Casa,3,126.3,1970,,6.2,True,False,True,55
Tijuca,Rio de Janeiro,RJ,439268.21,3,Casa,1,67.0,2017,,6.7,True,True,False,8
,Rio de Janeiro,RJ,894335.34,3,Apartamento,0,86.1,2014,1299.83,6.0,True,False,True,11
Ipanema,Rio de Janeiro,RJ,611283.88,4,Casa,3,108.1,1988,,7.8,True,False,False,37
Savassi,Belo Horizonte,MG,980252.53,5,Apartamento,,108.1,1986,520.34,1.2,True,False,False,39
Vila Mariana,São Paulo,SP,653509.08,3,Casa,0,70.0,2017,,5.9,True,False,True,8
Barro Preto,Belo Horizonte,MG,259368.68,2,Apartamento,2,41.4,1981,1170.2,7.3,True,False,False,44
Tatuapé,São Paulo,SP,438445.06,2,Apartamento,1,51.0,2016,854.71,4.9,True,False,False,9
Barro Preto,Belo Horizonte,MG,407788.9,4,Casa,0,74.1,2005,,7.2,True,False,False,20
Barro Preto,Belo Horizonte,MG,663914.35,6,Casa,3,103.9,2020,,8.7,True,False,False,5
Tijuca,Rio de Janeiro,RJ,798278.83,6,Casa,2,122.2,2022,,7.8,True,False,False,3
Tijuca,Rio de Janeiro,RJ,1010940.76,6,Apartamento,3,100.5,1984,1326.53,3.1,True,False,False,41
Barro Preto,Belo Horizonte,MG,218947.68,2,Casa,0,29.4,2001,,7.2,True,False,False,24
Centro,Belo Horizonte,MG,594163.28,2,Casa,2,68.9,1979,,-0.6,True,True,False,46
Tatuapé,São Paulo,SP,487311.77,3,Apartamento,2,71.8,1970,485.32,3.8,True,True,False,55
Ipanema,Rio de Janeiro,RJ,633175.14,2,Casa,0,69.6,1988,,7.3,True,True,False,37
Savassi,Belo Horizonte,MG,410557.84,2,Casa,1,48.4,2013,,8.5,True,False,False,12
Botafogo,Rio de Janeiro,RJ,365563.58,2,Casa,0,48.0,2017,,1.6,True,True,False,8
Botafogo,Rio de Janeiro,RJ,609959.56,4,Casa,,107.1,1983,,6.9,True,False,False,42
Pinheiros,São Paulo,SP,413272.94,4,Apartamento,1,81.3,2001,786.52,8.1,True,False,False,24
Savassi,Belo Horizonte,MG,863368.08,4,Apartamento,3,103.4,2002,1127.63,5.9,True,False,True,23
Centro,Belo Horizonte,MG,722820.1,2,Apartamento,0,73.3,2014,620.14,7.2,True,False,False,11
Ipanema,Rio de Janeiro,RJ,309864.24,2,Apartamento,1,48.1,2011,841.38,4.9,True,False,False,14
Leblon,Rio de Janeiro,RJ,963816.88,3,Apartamento,2,84.7,1972,763.0,1.2,True,False,False,53
Leblon,Rio de Janeiro,RJ,458255.68,3,Apartamento,0,46.4,1994,900.74,6.5,True,False,True,31
Botafogo,Rio de Janeiro,RJ,562322.12,3,Apartamento,2,82.8,2001,1149.55,7.0,True,False,True,24
Tijuca,Rio de Janeiro,RJ,937136.4,6,Casa,3,100.0,1977,,2.7,True,False,True,48
Leblon,Rio de Janeiro,RJ,524134.08,2,Casa,0,67.4,1990,,-0.8,True,False,True,35
Centro,Belo Horizonte,MG,498499.51,2,Apartamento,1,42.4,2016,968.63,0.7,True,False,False,9
Buritis,Belo Horizonte,MG,444778.33,2,Casa,1,59.1,2010,,7.0,True,False,False,15
Tijuca,Rio de Janeiro,RJ,944644.69,5,Apartamento,1,112.3,2020,1168.7,7.4,True,False,False,5
Ipanema,Rio de Janeiro,RJ,374053.74,2,Apartamento,2,73.7,1976,1030.67,8.2,True,False,False,49
Savassi,Belo Horizonte,MG,1085887.64,5,Casa,,93.4,2023,,4.9,True,True,False,2
Buritis,Belo Horizonte,MG,737290.78,5,Apartamento,1,101.3,2022,838.5,7.6,True,False,True,3
Vila Mariana,São Paulo,SP,78598.15,2,Casa,1,,1985,,6.8,True,False,True,40
Ipanema,Rio de Janeiro,RJ,198939.24,2,Casa,,30.2,2006,,5.2,True,False,False,19
Savassi,Belo Horizonte,MG,-224327.58,2,Apartamento,2,-36.7,2016,490.06,4.2,True,False,False,9
Centro,Belo Horizonte,MG,750644.89,4,Casa,2,73.1,1999,,8.2,True,False,True,26
Botafogo,Rio de Janeiro,RJ,561035.07,2,Apartamento,2,66.2,1999,622.27,6.6,True,True,True,26
Tijuca,Rio de Janeiro,RJ,252786.83,2,Casa,2,42.3,2000,,2.9,True,False,False,25
Pampulha,Belo Horizonte,MG,1108072.21,3,Casa,1,99.8,2018,,1.6,True,True,False,7
Leblon,Rio de Janeiro,RJ,673695.79,6,Apartamento,3,103.2,2006,640.57,3.8,True,False,False,19
Tijuca,Rio de Janeiro,RJ,768407.13,4,Apartamento,2,81.7,1994,534.75,2.8,True,False,True,31
Pampulha,Belo Horizonte,MG,489443.23,4,Casa,0,61.3,1973,,5.4,True,False,True,52
Leblon,Rio de Janeiro,RJ,677341.84,3,Apartamento,1,77.6,1977,1239.3,10.4,True,False,False,48
Centro,Belo Horizonte,MG,1303400.74,8,Apartamento,1,140.1,2005,388.6,6.0,True,False,False,20
Savassi,Belo Horizonte,MG,1197824.31,5,Casa,3,105.9,2005,,2.0,True,True,True,20
Pampulha,Belo Horizonte,MG,914315.07,5,Casa,2,,2006,,1.6,True,False,True,19
Buritis,Belo Horizonte,MG,466421.89,2,Apartamento,,50.6,1988,603.95,3.8,True,False,False,37
Botafogo,Rio de Janeiro,RJ,337439.17,2,Apartamento,,40.8,2019,1178.27,5.7,True,True,False,6
Leblon,Rio de Janeiro,RJ,973290.47,4,Casa,1,81.7,1995,,-1.5,True,False,False,30
Santana,São Paulo,SP,1097650.55,4,Casa,2,107.4,2016,,4.5,True,False,False,9
Vila Mariana,São Paulo,SP,599065.14,4,Apartamento,3,92.6,2018,314.53,3.1,True,False,False,7
Ipanema,Rio de Janeiro,RJ,734940.86,5,Apartamento,3,112.0,2002,1422.47,6.4,True,True,False,23
Pinheiros,São Paulo,SP,663590.58,5,Casa,3,105.9,1992,,5.0,True,False,True,33
Vila Mariana,São Paulo,SP,153008.6,2,Apartamento,0,22.1,2014,853.91,4.6,True,False,True,11
Pampulha,Belo Horizonte,MG,438752.65,3,Casa,0,49.3,1986,,6.8,True,True,False,39
Moema,São Paulo,SP,724908.04,4,Casa,0,85.9,1979,,1.7,True,False,False,46
Santana,São Paulo,SP,583101.85,5,Casa,2,91.8,2003,,1.3,True,False,True,22
Pampulha,Belo Horizonte,MG,852418.59,7,Apartamento,2,127.5,2022,1022.62,2.3,True,False,True,3
Leblon,Rio de Janeiro,RJ,773535.0,3,Apartamento,1,83.4,2011,723.93,5.0,True,True,False,14
Ipanema,Rio de Janeiro,RJ,651388.26,2,Casa,2,62.2,2015,,3.6,True,False,False,10
Leblon,Rio de Janeiro,RJ,419147.6,4,Casa,2,65.5,2022,,7.9,True,False,False,3
Santana,São Paulo,SP,267819.55,2,Apartamento,2,25.2,2010,984.47,3.0,True,True,False,15
Centro,Belo Horizonte,MG,624004.27,4,Apartamento,2,62.1,2006,679.93,6.3,True,False,False,19
Barro Preto,Belo Horizonte,MG,276874.42,2,Casa,2,45.5,2001,,6.8,True,False,False,24
Centro,Belo Horizonte,MG,752925.89,3,Apartamento,0,83.1,1987,1251.24,6.0,True,False,False,38
Copacabana,Rio de Janeiro,RJ,265901.42,3,Apartamento,0,42.5,1978,736.45,7.2,True,False,False,47
Centro,Belo Horizonte,MG,1178069.92,5,Apartamento,3,110.8,1983,465.32,5.0,True,False,True,42
Pinheiros,São Paulo,SP,817748.68,4,Casa,2,83.4,2007,,8.0,True,True,False,18
Pampulha,Belo Horizonte,MG,515610.1,2,Apartamento,2,65.6,1992,488.82,9.0,True,True,True,33
Pampulha,Belo Horizonte,MG,312611.46,2,Apartamento,1,46.4,1975,1281.61,8.7,True,False,True,50
Copacabana,Rio de Janeiro,RJ,684398.81,4,Apartamento,1,99.5,2004,1046.98,8.8,True,False,True,21
Vila Mariana,São Paulo,SP,898828.94,4,Casa,3,97.8,1998,,5.5,True,True,True,27
Copacabana,Rio de Janeiro,RJ,233265.7,2,Casa,1,29.5,2006,,4.9,True,False,True,19
Vila Mariana,São Paulo,SP,547330.02,3,Casa,1,89.7,1996,,3.3,True,False,True,29
Tatuapé,São Paulo,SP,664619.9,5,Casa,2,104.7,2007,,4.5,True,True,False,18
Barro Preto,Belo Horizonte,MG,365898.61,2,Apartamento,0,45.3,1977,765.54,3.3,True,False,False,48
Tatuapé,São Paulo,SP,597073.93,3,Casa,1,61.2,1992,,4.5,True,False,False,33
Savassi,Belo Horizonte,MG,336163.79,2,Casa,1,33.4,2007,,5.1,True,False,False,18
Savassi,Belo Horizonte,MG,520723.64,2,Casa,0,52.7,2016,,-1.7,True,False,False,9
Pampulha,Belo Horizonte,MG,766976.26,4,Casa,1,88.8,2006,,4.5,True,False,True,19
Santana,São Paulo,SP,343172.59,2,Apartamento,0,50.8,1971,1243.04,7.9,True,False,False,54
Pinheiros,São Paulo,SP,646480.64,4,Casa,2,60.3,1980,,1.4,True,True,False,45
Barro Preto,Belo Horizonte,MG,592553.72,4,Casa,2,73.1,2007,,0.3,True,False,False,18
Ipanema,Rio de Janeiro,RJ,626159.82,5,Apartamento,2,100.2,1990,1405.45,8.2,True,False,False,35
Vila Mariana,São Paulo,SP,583191.55,4,Casa,3,95.6,1998,,1.5,True,False,False,27
Barro Preto,Belo Horizonte,MG,631763.93,4,Apartamento,1,81.3,1985,821.83,10.6,True,False,True,40
Buritis,Belo Horizonte,MG,451671.74,4,Casa,1,63.4,1995,,2.0,True,False,False,30
Leblon,Rio de Janeiro,RJ,420381.18,2,Apartamento,2,36.1,1981,693.79,3.3,True,True,False,44
Centro,Belo Horizonte,MG,448355.48,2,Apartamento,2,71.6,2001,508.58,3.8,True,False,False,24
Santana,São Paulo,SP,582145.2,2,Casa,2,60.0,1980,,4.5,True,False,False,45
Tatuapé,São Paulo,SP,891332.06,2,Casa,0,70.5,1973,,-0.2,True,True,False,52
Leblon,Rio de Janeiro,RJ,802140.28,5,Apartamento,0,88.6,2004,1244.12,8.7,True,True,False,21
Tatuapé,São Paulo,SP,684873.02,5,Casa,1,104.3,1980,,7.2,True,False,False,45
Copacabana,Rio de Janeiro,RJ,337210.59,2,Apartamento,1,46.3,2015,1487.91,1.1,True,False,False,10
Savassi,Belo Horizonte,MG,489348.8,4,Apartamento,1,67.4,1983,819.34,4.6,True,False,False,42
Barro Preto,Belo Horizonte,MG,352186.51,2,Apartamento,0,43.8,1985,1089.79,7.8,True,False,False,40
Tijuca,Rio de Janeiro,RJ,685105.15,4,Casa,2,80.3,1987,,3.0,True,False,True,38
,Belo Horizonte,MG,499459.0,2,Casa,0,67.0,2014,,1.8,True,False,False,11
Savassi,Belo Horizonte,MG,979168.22,5,Casa,1,92.7,2016,,7.1,True,False,True,9
Leblon,Rio de Janeiro,RJ,551835.94,2,Apartamento,0,49.4,1981,595.85,4.9,True,False,True,44
Ipanema,Rio de Janeiro,RJ,660142.38,3,Casa,1,71.0,2006,,1.8,True,False,False,19
Ipanema,Rio de Janeiro,RJ,495192.3,3,Apartamento,1,71.2,2018,1080.17,3.8,True,False,False,7
Centro,Belo Horizonte,MG,503324.37,5,Apartamento,0,89.0,1976,648.2,6.0,True,False,True,49
Copacabana,Rio de Janeiro,RJ,743224.44,4,Apartamento,0,87.2,2018,495.0,5.4,True,False,True,7
Savassi,Belo Horizonte,MG,629236.51,4,Casa,1,83.7,1982,,0.8,True,False,False,43
Barro Preto,Belo Horizonte,MG,687126.13,3,Casa,1,92.4,1975,,4.8,True,False,True,50
Tatuapé,São Paulo,SP,1246871.58,6,Apartamento,2,105.5,2016,1079.66,2.9,True,False,True,9
Vila Mariana,São Paulo,SP,590832.46,2,Apartamento,1,57.6,1993,741.17,1.2,True,True,False,32
Botafogo,Rio de Janeiro,RJ,890248.17,3,Apartamento,2,97.9,1985,1467.59,3.6,True,False,True,40
Centro,Belo Horizonte,MG,722343.0,3,Apartamento,1,80.6,1982,555.88,4.3,True,True,True,43
Pinheiros,São Paulo,SP,818628.64,5,Apartamento,2,85.5,2008,1314.62,5.8,True,False,False,17
Tatuapé,São Paulo,SP,578711.99,5,Casa,1,98.6,2001,,10.1,True,False,False,24
Copacabana,Rio de Janeiro,RJ,1126115.81,6,Apartamento,1,122.7,2013,1304.35,10.1,True,False,False,12
Santana,São Paulo,SP,1026102.82,4,Casa,1,117.5,2016,,5.5,True,True,False,9
Botafogo,Rio de Janeiro,RJ,705062.36,4,Casa,2,65.4,1973,,7.0,True,False,True,52
Copacabana,Rio de Janeiro,RJ,492491.77,3,Apartamento,0,69.8,1973,1118.25,-1.7,True,False,True,52
Pinheiros,São Paulo,SP,1247960.85,4,Apartamento,3,110.6,1979,1231.62,2.1,True,False,True,46
Tatuapé,São Paulo,SP,652436.22,4,Casa,3,102.2,2023,,3.3,True,True,False,2
Vila Mariana,São Paulo,SP,593469.34,4,Apartamento,2,84.6,1995,519.99,0.9,True,True,True,30
Tatuapé,São Paulo,SP,437981.46,2,Apartamento,,51.4,1973,348.01,4.4,True,True,False,52
Centro,Belo Horizonte,MG,674405.07,3,Apartamento,,97.6,2021,374.9,0.7,True,False,False,4
Buritis,Belo Horizonte,MG,731052.96,2,Casa,0,61.8,2016,,1.1,True,True,True,9
Tatuapé,São Paulo,SP,539837.6,3,Apartamento,1,90.8,2009,1079.74,4.6,True,False,True,16
Botafogo,Rio de Janeiro,RJ,1082691.86,5,Apartamento,2,101.8,1973,761.46,6.0,True,False,True,52
Ipanema,Rio de Janeiro,RJ,790878.2,3,Apartamento,2,83.4,2021,1044.1,0.7,True,True,False,4
Buritis,Belo Horizonte,MG,401326.65,2,Casa,2,49.3,1982,,9.5,True,False,False,43
Tijuca,Rio de Janeiro,RJ,647382.88,4,Apartamento,0,67.8,1990,1264.45,4.3,True,False,True,35
Savassi,Belo Horizonte,MG,521202.1,2,Casa,1,53.2,2001,,2.4,True,False,False,24
Savassi,Belo Horizonte,MG,415833.53,2,Apartamento,0,53.1,1970,545.98,3.0,True,False,False,55
Barro Preto,Belo Horizonte,MG,595663.2,5,Apartamento,1,100.0,1977,1232.64,6.4,True,False,False,48
Botafogo,Rio de Janeiro,RJ,1095795.96,3,Casa,1,90.2,2021,,-1.1,True,False,False,4
Leblon,Rio de Janeiro,RJ,600581.52,4,Apartamento,1,61.6,2022,569.88,7.5,True,False,True,3
Copacabana,Rio de Janeiro,RJ,999827.71,6,Casa,2,104.0,1975,,6.8,True,False,False,50
Barro Preto,Belo Horizonte,MG,456040.7,3,Casa,2,45.2,2003,,-0.9,True,False,True,22
Pinheiros,São Paulo,SP,750007.05,4,Casa,1,101.5,2020,,2.7,True,True,True,5
Tijuca,Rio de Janeiro,RJ,620868.9,4,Apartamento,1,79.0,1990,1233.51,10.9,True,False,False,35
Tatuapé,São Paulo,SP,896982.4,4,Apartamento,3,93.4,1992,1101.78,4.4,True,True,True,33
Savassi,Belo Horizonte,MG,457810.27,5,Apartamento,0,85.2,1998,1067.28,9.2,True,False,False,27
Leblon,Rio de Janeiro,RJ,995243.64,4,Apartamento,2,96.2,1972,535.83,2.9,True,False,True,53
Centro,Belo Horizonte,MG,207626.69,2,Casa,0,32.7,1996,,2.0,True,False,False,29
Pampulha,Belo Horizonte,MG,600997.4,4,Apartamento,2,91.7,2013,1029.61,6.4,True,False,False,12
Ipanema,Rio de Janeiro,RJ,83981.77,2,Casa,1,14.6,2011,,9.1,True,False,False,14
Pampulha,Belo Horizonte,MG,504541.45,3,Casa,3,92.2,1985,,8.7,True,False,False,40
Botafogo,Rio de Janeiro,RJ,1020727.12,5,Apartamento,3,106.8,2014,1295.73,3.5,True,True,False,11
Copacabana,Rio de Janeiro,RJ,735463.84,4,Apartamento,3,96.7,1993,718.86,0.6,True,False,False,32
Tatuapé,São Paulo,SP,558950.08,2,Apartamento,2,71.3,2022,516.09,3.2,True,True,False,3
Pinheiros,São Paulo,SP,527951.26,5,Casa,0,83.2,2009,,2.8,True,False,False,16
Ipanema,Rio de Janeiro,RJ,794831.13,5,Casa,3,99.7,2011,,5.7,True,False,False,14
Copacabana,Rio de Janeiro,RJ,794201.56,5,Casa,1,112.8,1987,,0.4,True,False,True,38
Barro Preto,Belo Horizonte,MG,1062036.63,5,Casa,3,111.9,2014,,5.6,True,False,False,11
Savassi,Belo Horizonte,MG,750307.14,6,Apartamento,3,105.5,1995,794.82,5.6,True,False,True,30
,São Paulo,SP,663520.83,3,Apartamento,2,53.6,1983,674.33,3.0,True,True,False,42
Pampulha,Belo Horizonte,MG,462146.5,5,Casa,0,81.6,1997,,4.8,True,False,False,28
Barro Preto,Belo Horizonte,MG,799680.64,3,Apartamento,2,97.1,2016,888.6,6.1,True,False,False,9
Savassi,Belo Horizonte,MG,446046.85,2,Casa,0,74.7,1972,,4.7,True,False,True,53
Centro,Belo Horizonte,MG,885661.15,5,Apartamento,1,108.2,1983,1264.23,6.6,True,True,False,42
Leblon,Rio de Janeiro,RJ,624924.98,5,Apartamento,1,86.4,1987,1150.05,2.8,True,False,False,38
Tatuapé,São Paulo,SP,738379.9,4,Casa,1,103.2,1976,,8.1,True,False,False,49
Barro Preto,Belo Horizonte,MG,789042.9,5,Apartamento,2,80.3,1975,459.47,8.3,True,False,False,50
Pinheiros,São Paulo,SP,598552.83,4,Casa,3,90.3,1972,,0.6,True,False,False,53
Buritis,Belo Horizonte,MG,685584.0,3,Casa,0,,1997,,9.5,True,True,True,28
Pinheiros,São Paulo,SP,565437.66,3,Casa,0,57.1,1974,,-7.3,True,False,False,51
Pampulha,Belo Horizonte,MG,415216.9,2,Casa,1,39.7,2019,,1.9,True,False,False,6
Tatuapé,São Paulo,SP,1157236.0,6,Apartamento,3,115.9,1981,861.0,5.8,True,False,False,44
Leblon,Rio de Janeiro,RJ,1190046.94,5,Casa,2,104.2,1996,,-0.1,True,False,False,29
